index,ms
1137,9.133
1138,15.906
1139,8.189
1140,7.781
1141,8.646
1142,14.068
1143,8.555
1144,12.580
1145,6.455
1146,6.618
1147,15.507
1148,10.886
1149,11.407
1150,7.355
1151,8.503
1152,12.339
1153,20.534
1154,22.867
1155,14.140
1156,10.562
1157,19.461
1158,10.162
1159,10.332
1160,19.367
1161,19.763
1162,11.077
1163,10.813
1164,10.198
1165,11.470
1166,19.504
1167,29.529
1168,12.489
1169,21.351
1170,22.368
1171,12.716
1172,21.316
1173,12.196
1174,25.775
1175,23.076
1176,29.558
1177,11.158
1178,17.700
1179,17.426
1180,28.812
1181,8.209
1182,16.319
1183,8.838
1184,17.568
1185,28.407
1186,10.061
1187,19.619
1188,11.056
1189,19.945
1190,30.134
1191,10.526
1192,17.933
1193,11.949
1194,18.766
1195,22.674
1196,12.710
1197,18.493
1198,10.797
1199,18.254
1200,8.145
1201,8.830
1202,20.171
1203,26.825
1204,16.483
1205,18.601
1206,12.048
1207,10.943
1208,22.832
1209,25.349
1210,19.282
1211,22.778
1212,21.257
1213,12.306
1214,41.919
1215,13.443
1216,27.416
1217,14.214
1218,12.789
1219,27.965
1220,8.718
1221,17.949
1222,11.634
1223,31.594
1224,10.804
1225,20.816
1226,10.690
1227,21.303
1228,10.343
1229,10.956
1230,9.816
1231,18.625
1232,18.925
1233,17.845
1234,11.257
1235,11.321
1236,17.482
1237,9.556
1238,9.741
1239,17.213
1240,8.978
1241,9.629
1242,19.609
1243,8.691
1244,20.039
1245,22.908
1246,19.835
1247,19.478
1248,10.707
1249,18.023
1250,10.626
1251,20.692
1252,22.765
1253,12.592
1254,20.328
1255,13.375
1256,25.032
1257,23.653
1258,10.547
1259,18.244
1260,11.613
1261,17.601
1262,17.901
1263,10.209
1264,17.727
1265,16.661
1266,17.043
1267,17.366
1268,16.556
1269,16.504
1270,19.873
1271,8.173
1272,18.932
1273,10.753
1274,17.786
1275,19.300
1276,14.497
1277,14.037
1278,13.520
1279,23.390
1280,24.626
1281,11.761
1282,19.929
1283,25.820
1284,25.318
1285,25.178
1286,23.148
1287,25.320
1288,17.993
1289,18.976
1290,20.022
1291,14.601
1292,20.138
1293,11.836
